,PopRank,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
10,10,0.6949590078417446,1.1391096324105892,1.1774821759387193,1.2537968266125854,1.267601293668255,1.3557694575439339,1.4271251515832108,1.4471854433599562,1.3339045771189122,1.1669562500655446,1.012528192663581,1.004453341816312,0.9201285314152822,0.7912678817708553,0.837220542215399,0.8772215915653039,0.8705314410674752,0.40398834723116933
11,11,0.8946806688173276,1.5787940111681715,1.6421541777551028,1.661387298132433,1.660499267134605,1.911392436061884,2.2527829806921265,2.4459238493783446,2.2638719148067845,1.8099964865709037,1.377894377505798,1.3227097244445318,1.168719193303878,1.009275485131875,1.235905801571646,1.3900018953093294,1.4603447996689642,0.6914261755149153
12,12,0.44349481626052345,0.689801940855593,0.6524517751102424,0.6523347081679757,0.6154081767631783,0.6278464895592872,0.6364068779969884,0.6610696122706352,0.6121555907619863,0.5358986778908197,0.3980354643993653,0.337976565616076,0.2932349185948587,0.2599894504366654,0.2878670409236808,0.3170201072530181,0.3149432610498712,0.14423480400309932
13,13,0.560582994793479,0.860559790757146,0.84164803248105,0.88277385352868,0.9379621061969781,1.1813852586699047,1.46912121258491,1.7153328009632078,1.5929749209943356,1.2157008925547799,0.7644265593474752,0.703834620664336,0.6686495822808606,0.6006679134439212,0.735877964052063,0.8426600679796342,0.8567088264542503,0.40244646671196865
14,14,0.503549324103684,0.7688299206132309,0.7191913202156618,0.7164429906390096,0.685945571904222,0.744034505646964,0.9839164941722637,1.2288704950499467,1.1366481644649802,0.9441813294890754,0.698716693522116,0.5636592154431983,0.4642518745570204,0.46383561441469867,0.5790615368078397,0.6362750904448786,0.6345610841493936,0.30032047861398364
15,15,0.6976384548494492,1.0792719922291338,1.0126029752244023,0.9954904321963071,0.9434624148965768,1.00869816578769,1.1369674717638618,1.3592454018858156,1.382317923210361,1.2594609497911495,1.026909279912534,0.920680315758764,0.7778852798120024,0.677665417382062,0.7454817509431685,0.781318379331046,0.7986835804595908,0.38607936874966836
16,16,0.46298300607791365,0.749028972635876,0.7571151276947418,0.7838550569023456,0.7749328346484011,0.8217286141830326,0.861117514260339,0.9262594412616457,0.8814844322702902,0.7977997951326375,0.6662039811904846,0.594670186700823,0.5182318814173511,0.4512755383125304,0.5003972018086623,0.5339745885625728,0.5303322976034845,0.2466961784235465
17,17,0.8061640498865851,1.2957514547375455,1.3176088525868634,1.4359867814312903,1.5427783516832996,1.8956704507637603,2.084621260188207,2.2023950262731384,2.002683245920793,1.5791623210231307,1.2356806429037575,1.2564608116042277,1.1319606643077,1.0112179917953528,1.162679410894483,1.2818517177422242,1.281074318758517,0.5998186045279289
18,18,0.3928247144224471,0.6017380943658653,0.5704517974437163,0.5761177776017322,0.5565562181994584,0.5752767443415155,0.6052718261804284,0.6656713480530442,0.6503874492053208,0.6143073268862862,0.5350856634769049,0.5046755766885683,0.45599053918407356,0.3791483691282734,0.3834720669978506,0.38076383765684424,0.369764993460223,0.17072757702886024
19,19,0.4070669388618739,0.6275554126849983,0.6092258325243053,0.6301074724871083,0.6271628692379835,0.7012445847887067,0.8682346808761641,1.0627498266838655,0.976651439798731,0.7959800343701233,0.6050816720386458,0.5254832681120022,0.43955612202170463,0.38990016739167116,0.429396713839749,0.4647104229875266,0.4754294867036862,0.22928749596002315
20,20,0.43458493666054604,0.6500991147127768,0.6000715558514113,0.6079552599923171,0.605603327169769,0.6824092907929291,0.803062439552769,0.9730718733738156,0.9684142631811282,0.8840786486894864,0.7490991655470699,0.735092023811364,0.6398678355447295,0.5443330324443715,0.5631142123382212,0.5683415638150666,0.549543031595391,0.24742423467486532
21,21,0.5967783740244373,0.9731907261006773,0.9809711826329454,0.9775270892254646,0.9082993116856878,0.9211262272926725,0.9431440226627098,0.9805491191630925,0.956379954224918,0.8448064306609154,0.7176215849816153,0.7022699320913555,0.6370386381253322,0.5773956796794073,0.6248180091597785,0.666821965516244,0.722686146599274,0.35465998435432283
22,22,0.3641086230773985,0.5396604579842998,0.503001603625432,0.49672553893717436,0.46656073440973733,0.477652363155173,0.4936531557590554,0.5204859231161755,0.5113314906836418,0.48847103192275537,0.43505990747678386,0.42272693957292073,0.3980636658689656,0.3556685191188695,0.3639439095377684,0.37185394477224704,0.364269719802973,0.1688040876259447
23,23,0.6462330119195437,0.9611185808721251,0.8870920038881268,0.8791776414671091,0.8364669028985322,0.8971311051253309,1.0199521797805906,1.237451227708046,1.2377633265795902,1.1430500057141675,0.9803590199848377,0.8945234697331107,0.7639680646016188,0.65956929847817,0.7294516683014929,0.7648400742058823,0.7977748854420299,0.4048331291295955
24,24,0.4534499733603709,0.6842717278028928,0.6373466377072884,0.6239146854900489,0.5758819019265141,0.5976041119643859,0.613503476809809,0.6479770418540737,0.6669563980792163,0.6623659668619635,0.5882909549846652,0.5402369684082392,0.5018174045201315,0.4376031296152103,0.4487640194579851,0.4628034048922905,0.45427812221991587,0.2106499560342585
25,25,0.6082525551055548,0.964227218852001,0.9918994486641711,1.0666714120706429,1.1352580922182043,1.3468670170422703,1.6092096002761975,1.7127276017515232,1.4820835576851874,1.1713120568195112,0.9138052429793383,0.8165683133360334,0.7116992870082713,0.6333618613620106,0.7746086197840191,0.8864267056631238,0.9003007162413127,0.43123893656710816
26,26,,,,,,,,,,,,0.41725244608471623,0.4492749845043716,0.402023192644005,0.4115497228706717,0.4218220784558187,0.4190644607219342,0.19723727769316698
27,27,0.432227077688692,0.6571543597537325,0.6275466015439876,0.6353985201511406,0.6197344817412255,0.6879772932532419,0.870449987520313,1.1256170453660486,1.0873040769624691,0.8683691993914383,0.6419133956515933,0.5315128947540075,0.4641243393268151,0.4185916097367964,0.4739885438086868,0.5157177792694223,0.5110859685560619,0.24313452566935187
28,28,0.4678948110327495,0.7090510776008402,0.6580073974699728,0.6430838168722431,0.6057398748904254,0.6205074646950206,0.6376257070397208,0.6741048131889108,0.6426589781521894,0.5990799756975278,0.5204343555276578,0.508282771177227,0.47124693643617227,0.3997169632806096,0.4084541140062712,0.40701377325464105,0.4015791364987746,0.18592434346260253
29,29,0.5140136172821556,0.7754836179417354,0.7164152101463187,0.6978545186589501,0.656035792563782,0.6815177731018004,0.6960792353184498,0.7394778984749686,0.7123180997727804,0.6408950374457855,0.5441048332429853,0.514426958329045,0.4585658929492713,0.38564344426663677,0.3949826127931822,0.39322751662050653,0.37870115266679044,0.17165727598082756
30,30,0.5346391025184255,0.8091495230464599,0.7588409848836752,0.7537450489396021,0.7335460682582834,0.9464140782281065,1.127992104230265,1.270375366248409,1.1825728156012467,0.9595454160575788,0.6102075263816097,0.4832674614343524,0.4102457042438297,0.37946204774598846,0.4862924688252254,0.5817801216510055,0.5968020096174348,0.27996883202621187
31,31,0.45483766857837243,0.6849405509788195,0.6353346141457803,0.6253889320653546,0.590316137958728,0.6073475105533861,0.6257882636224267,0.6600044858950932,0.6143322481510589,0.5839973647772085,0.525740168554793,0.4919063755230122,0.43546638215186534,0.37341081254048136,0.38739058287305017,0.4084435040093017,0.40628173817754165,0.18596915073191056
32,33,0.9150539908327987,1.7018292335024467,1.711319859780313,1.6682483389012372,1.591917281023199,1.8033690105927078,2.1501028365085464,2.3200372245779795,2.1891926808522952,1.8893007491337046,1.4800105215022974,1.4156275707592723,1.2471591966023399,1.1572886590518603,1.3388694855506271,1.5095200379030629,1.6047865353365074,0.7597995760850501
33,34,,,,,,,,,,,,0.5141847223408532,0.5931074931194812,0.5152580862467651,0.5646131333092825,0.584503698556808,0.5961903602032111,0.28454878608079187
34,35,0.4488350513812609,0.6678899172907894,0.6150659207363469,0.612004535139567,0.5985325550042516,0.6838042452516522,0.8315343772790377,0.9889092515890803,0.9952545488181173,0.931238660079781,0.7871254104628553,0.7616553298464668,0.6926339019631267,0.6058875677514332,0.6054851900964057,0.6294728755885285,0.6096629301410446,0.274481502314869
35,36,0.4675519518034599,0.7042321751438797,0.6487297547019745,0.6317135055075221,0.585711276407246,0.6057396706213402,0.6360624428979241,0.7003562939459668,0.7060368616563807,0.6822724559059191,0.6349492386596761,0.6119240600236053,0.5743865326493208,0.49270272946162397,0.5106896450420819,0.5197755473957981,0.5192580166210129,0.246088471247822
36,37,0.6246068318386536,0.9889202782589478,0.9883348036599117,1.0933370532657172,1.166860758841177,1.3185718695994257,1.4367690799825503,1.4959028178299194,1.3961393504550943,1.214554062982802,1.0376273230718926,0.9481238433281951,0.8582230231214102,0.715420136073262,0.7486024456166578,0.7687998538431325,0.7597276342148485,0.3515295343471481
37,38,0.5004722011223411,0.7613838138164111,0.7296775689864896,0.7400320206639046,0.7388807546641115,0.7979407754021999,0.8530893267437776,0.9182763311510138,0.8796148484653389,0.8495551709808092,0.7267573086645647,0.7028584531500325,0.6021831640729174,0.5095597922704288,0.5208468343905005,0.5202325893239417,0.5038519557679699,0.22841717193935218
38,39,0.4148057747343856,0.632998989718763,0.6041620424152312,0.6121088108033809,0.6030339934810985,0.658016829391166,0.7642384832507266,0.9105181086406161,0.8726983963945557,0.7907836990407852,0.6527061777767876,0.5788670643428725,0.4894272206197092,0.3865878429846779,0.42684800916364546,0.45372237503203694,0.4532186962105551,0.215127716329093
39,40,0.467937716778678,0.7009847114044032,0.6367121676381062,0.6035438164613832,0.5590242029970216,0.5595228519857663,0.584641701679484,0.6446024114750913,0.6115100295551337,0.5813632314240215,0.4991614970423244,0.4883906981849079,0.400389857503241,0.34205415710777193,0.3633375218014259,0.36253155972461587,0.3497886174748883,0.15848982877591403
40,41,0.355621258801846,0.5323796420231459,0.49359878796573337,0.4776219781360986,0.4459119546933557,0.46179140865863816,0.4780100043838327,0.5144111875303325,0.499901834927184,0.49062818460282975,0.44730640850483105,0.46359090251485985,0.41780137916969845,0.3592893602908142,0.3670860069110291,0.37690877166520603,0.3783485670715609,0.17823642545370896
41,42,0.45158692073544043,0.669989929175593,0.6200994766001167,0.5955827304626968,0.5490823441345707,0.5755008800802768,0.5983840746388599,0.6336345930598005,0.6263222056866714,0.6038160023093483,0.5418178499708429,0.5331791851167506,0.49929168479822494,0.4164502652160293,0.4261457649176516,0.4330646749753467,0.42874048128410003,0.19686826870389249
42,43,0.4806059377619329,0.7485065031459351,0.723969587362757,0.7469366895668336,0.7466520889551779,0.8079513985217105,0.8788177416073965,0.979425743310527,0.9813228258453911,0.887018435504761,0.7601077200846902,0.7491105615856947,0.676909653338626,0.5762017403364609,0.5786113808818368,0.5811370054610573,0.5414357887570577,0.2409494859059594
43,44,0.4242362484684676,0.6377980206814394,0.5939415983864366,0.5935247205914331,0.56851393492832,0.6186813762226211,0.6963820275786684,0.8089829929729792,0.8349403928622617,0.7956383899073608,0.6904814902366901,0.6507123273143187,0.5939551638325544,0.5201305042703952,0.5196500233354534,0.524059417165672,0.5104822094573206,0.23138087065872617
44,45,,,,,,,,0.7752648091083615,0.7012636513036199,0.646922791555044,0.7967449016049222,0.8337239719782443,0.7362094747818151,0.6121251889169135,0.6272322976397628,0.6329347004939352,0.644443894924539,0.31107911267659527
45,46,,,,,,,,,,,,,0.5066148711339677,0.4432008358188132,0.45257298447138594,0.47606047214558284,0.4676749672395937,0.21637304615177994
46,47,0.5263073796466758,0.7895703457010429,0.7289573740987557,0.7093477706527797,0.6463638983618814,0.6577537803729209,0.6798538612336991,0.7119006835559509,0.7050173542429269,0.7014336869123263,0.6273302605830182,0.5961447968937676,0.5578864761258905,0.4994284530963184,0.524253061354822,0.5327138953618026,0.5200125285513799,0.23911725250934782
47,48,0.43515108756855675,0.650346507245008,0.5973401934180399,0.57567031346987,0.5422530464801371,0.5462345314773965,0.5622112710516216,0.597670664291808,0.5772793498330835,0.5775584590276627,0.528336876067175,0.49286829013377814,0.4652591216545811,0.39423952668783735,0.40217854374578654,0.40358140278923177,0.39126649480556114,0.17693165674186898
48,49,0.59489067013243,0.9176382319647312,0.8381290381988252,0.7983926522159838,0.716336608148529,0.7142563514573506,0.7490905443285681,0.891729140154783,1.034491578891124,1.0392027508075332,0.9253890031336716,0.7287779899941037,0.6071717870604506,0.4911864908332301,0.5416023440461097,0.5901885816704171,0.5849644245012691,0.27484508811986885
49,50,0.4036163148836287,0.6154327134713757,0.5694402796731781,0.5544480634365642,0.5224406620394961,0.5382715957432342,0.5547015820672357,0.577442022281128,0.5550032890889948,0.5376127558592096,0.49411557701928116,0.49566646220676336,0.4752108585799119,0.42000797282627383,0.4139723207332941,0.435320108488658,0.42118494902070913,0.19305826232525528
