State,Date,RegionID,PopRank,AffordabilityRatio
AZ,2005-03-31,394976.0,14.0,0.2712639644364437
AZ,2005-06-30,394976.0,14.0,0.29350771449017965
AZ,2005-09-30,394976.0,14.0,0.3280579323796963
AZ,2005-12-31,394976.0,14.0,0.364347531463776
AZ,2006-03-31,394976.0,14.0,0.374516089529656
AZ,2006-06-30,394976.0,14.0,0.38579840061792764
AZ,2006-09-30,394976.0,14.0,0.37753940581627066
AZ,2006-12-31,394976.0,14.0,0.36406639634437027
AZ,2007-03-31,394976.0,14.0,0.35328795802508367
AZ,2007-06-30,394976.0,14.0,0.354401833832902
AZ,2007-09-30,394976.0,14.0,0.34729298169668327
AZ,2007-12-31,394976.0,14.0,0.326661563641245
AZ,2008-03-31,394976.0,14.0,0.305797949522176
AZ,2008-06-30,394976.0,14.0,0.29819164401539533
AZ,2008-09-30,394976.0,14.0,0.278711681667476
AZ,2008-12-31,394976.0,14.0,0.245920217136112
AZ,2009-03-31,394976.0,14.0,0.22858879795627132
AZ,2009-06-30,394976.0,14.0,0.21919512210099867
AZ,2009-09-30,394976.0,14.0,0.20412884700448833
AZ,2009-12-31,394976.0,14.0,0.18721570584143069
AZ,2010-03-31,394976.0,14.0,0.18436326838593198
AZ,2010-06-30,394976.0,14.0,0.17808109085402601
AZ,2010-09-30,394976.0,14.0,0.16193317826849865
AZ,2010-12-31,394976.0,14.0,0.15712671173896667
AZ,2011-03-31,394976.0,14.0,0.154426909141932
AZ,2011-06-30,394976.0,14.0,0.14155765854806066
AZ,2011-09-30,394976.0,14.0,0.13472783826843734
AZ,2011-12-31,394976.0,14.0,0.13415787439436166
AZ,2012-03-31,394976.0,14.0,0.13636832722339168
AZ,2012-06-30,394976.0,14.0,0.141992789038207
AZ,2012-09-30,394976.0,14.0,0.14817180409033168
AZ,2012-12-31,394976.0,14.0,0.14921077625107335
AZ,2013-03-31,394976.0,14.0,0.16037643073222133
AZ,2013-06-30,394976.0,14.0,0.17215247143377366
AZ,2013-09-30,394976.0,14.0,0.196516147147175
AZ,2013-12-31,394976.0,14.0,0.2000659499786787
AZ,2014-03-31,394976.0,14.0,0.19900071597004967
AZ,2014-06-30,394976.0,14.0,0.19477606706490802
AZ,2014-09-30,394976.0,14.0,0.19426707613484404
AZ,2014-12-31,394976.0,14.0,0.19292492510030765
AZ,2015-03-31,394976.0,14.0,0.19024820926534303
AZ,2015-06-30,394976.0,14.0,0.1946435845122063
AZ,2015-09-30,394976.0,14.0,0.19869230753788233
AZ,2015-12-31,394976.0,14.0,0.20390793133584764
AZ,2016-03-31,394976.0,14.0,0.19975878996632299
AZ,2016-06-30,394976.0,14.0,0.20112337729532134
CA,1999-06-30,454856.8333333333,16.833333333333332,0.32007139381455646
CA,1999-09-30,454856.8333333333,16.833333333333332,0.34050338670741626
CA,1999-12-31,454856.8333333333,16.833333333333332,0.35284500203836955
CA,2000-03-31,454856.8333333333,16.833333333333332,0.3832322721801783
CA,2000-06-30,454856.8333333333,16.833333333333332,0.4052304059939368
CA,2000-09-30,454856.8333333333,16.833333333333332,0.40638598206454135
CA,2000-12-31,454856.8333333333,16.833333333333332,0.4057484591593028
CA,2001-03-31,454856.8333333333,16.833333333333332,0.3969853178182504
CA,2001-06-30,454856.8333333333,16.833333333333332,0.40844112348745587
CA,2001-09-30,454856.8333333333,16.833333333333332,0.4017016542275483
CA,2001-12-31,454856.8333333333,16.833333333333332,0.4037301936639573
CA,2002-03-31,454856.8333333333,16.833333333333332,0.4150513053016381
CA,2002-06-30,454856.8333333333,16.833333333333332,0.4207368741429758
CA,2002-09-30,454856.8333333333,16.833333333333332,0.416908534419458
CA,2002-12-31,454856.8333333333,16.833333333333332,0.4240825672116887
CA,2003-03-31,454856.8333333333,16.833333333333332,0.4222492883162113
CA,2003-06-30,454856.8333333333,16.833333333333332,0.41161038252614457
CA,2003-09-30,454856.8333333333,16.833333333333332,0.454968765119021
CA,2003-12-31,454856.8333333333,16.833333333333332,0.46437776801344616
CA,2004-03-31,454856.8333333333,16.833333333333332,0.4690760927805618
CA,2004-06-30,454856.8333333333,16.833333333333332,0.5320955690701965
CA,2004-09-30,454856.8333333333,16.833333333333332,0.538780286686882
CA,2004-12-31,454856.8333333333,16.833333333333332,0.5629298871626269
CA,2005-03-31,454856.8333333333,16.833333333333332,0.5886903049373553
CA,2005-06-30,454856.8333333333,16.833333333333332,0.5962918767652734
CA,2005-09-30,454856.8333333333,16.833333333333332,0.6247374012752247
CA,2005-12-31,454856.8333333333,16.833333333333332,0.6645750564320551
CA,2006-03-31,454856.8333333333,16.833333333333332,0.6694569811105219
CA,2006-06-30,454856.8333333333,16.833333333333332,0.6798706613861475
CA,2006-09-30,454856.8333333333,16.833333333333332,0.6617691451510879
CA,2006-12-31,454856.8333333333,16.833333333333332,0.6370760072398884
CA,2007-03-31,454856.8333333333,16.833333333333332,0.6230731434448532
CA,2007-06-30,454856.8333333333,16.833333333333332,0.6294535247441251
CA,2007-09-30,454856.8333333333,16.833333333333332,0.6109755719953464
CA,2007-12-31,454856.8333333333,16.833333333333332,0.5700251359168189
CA,2008-03-31,454856.8333333333,16.833333333333332,0.5289023941557215
CA,2008-06-30,454856.8333333333,16.833333333333332,0.5086895146482912
CA,2008-09-30,454856.8333333333,16.833333333333332,0.47250717474947723
CA,2008-12-31,454856.8333333333,16.833333333333332,0.41486857871176525
CA,2009-03-31,454856.8333333333,16.833333333333332,0.3829206706871877
CA,2009-06-30,454856.8333333333,16.833333333333332,0.37445252321780376
CA,2009-09-30,454856.8333333333,16.833333333333332,0.3653527611894204
CA,2009-12-31,454856.8333333333,16.833333333333332,0.3574540927108076
CA,2010-03-31,454856.8333333333,16.833333333333332,0.3686653706758791
CA,2010-06-30,454856.8333333333,16.833333333333332,0.36584649938541763
CA,2010-09-30,454856.8333333333,16.833333333333332,0.3446626813712412
CA,2010-12-31,454856.8333333333,16.833333333333332,0.34305673576269263
CA,2011-03-31,454856.8333333333,16.833333333333332,0.341644942309856
CA,2011-06-30,454856.8333333333,16.833333333333332,0.32394182753446854
CA,2011-09-30,454856.8333333333,16.833333333333332,0.3066259743526495
CA,2011-12-31,454856.8333333333,16.833333333333332,0.29643585531416694
CA,2012-03-31,454856.8333333333,16.833333333333332,0.28901250480480706
CA,2012-06-30,454856.8333333333,16.833333333333332,0.2858296646196129
CA,2012-09-30,454856.8333333333,16.833333333333332,0.2882230948330492
CA,2012-12-31,454856.8333333333,16.833333333333332,0.2874713100000911
CA,2013-03-31,454856.8333333333,16.833333333333332,0.3064430737754099
CA,2013-06-30,454856.8333333333,16.833333333333332,0.3298748766960531
CA,2013-09-30,454856.8333333333,16.833333333333332,0.3765027078659716
CA,2013-12-31,454856.8333333333,16.833333333333332,0.37931941764300203
CA,2014-03-31,454856.8333333333,16.833333333333332,0.3820989314451647
CA,2014-06-30,454856.8333333333,16.833333333333332,0.37969720418060043
CA,2014-09-30,454856.8333333333,16.833333333333332,0.3839536406529015
CA,2014-12-31,454856.8333333333,16.833333333333332,0.3817613872538819
CA,2015-03-31,454856.8333333333,16.833333333333332,0.3799309549230402
CA,2015-06-30,454856.8333333333,16.833333333333332,0.3918449311216446
CA,2015-09-30,454856.8333333333,16.833333333333332,0.4003041926141656
CA,2015-12-31,454856.8333333333,16.833333333333332,0.4078503158582856
CA,2016-03-31,454856.8333333333,16.833333333333332,0.400690948158626
CA,2016-06-30,454856.8333333333,16.833333333333332,0.4009454569480531
CO,1999-06-30,394530.0,21.0,0.244328481419795
CO,1999-09-30,394530.0,21.0,0.262087542360903
CO,1999-12-31,394530.0,21.0,0.271087050731218
CO,2000-03-31,394530.0,21.0,0.2905479905962767
CO,2000-06-30,394530.0,21.0,0.30319864928296997
CO,2000-09-30,394530.0,21.0,0.3039061167196507
CO,2000-12-31,394530.0,21.0,0.30215187800712
CO,2001-03-31,394530.0,21.0,0.29533769023545203
CO,2001-06-30,394530.0,21.0,0.30672535256166733
CO,2001-09-30,394530.0,21.0,0.3029748419968493
CO,2001-12-31,394530.0,21.0,0.30373319135590665
CO,2002-03-31,394530.0,21.0,0.3083172308000893
CO,2002-06-30,394530.0,21.0,0.30392515691312133
CO,2002-09-30,394530.0,21.0,0.292796823857692
CO,2002-12-31,394530.0,21.0,0.2899515106182477
CO,2003-03-31,394530.0,21.0,0.2819069912527787
CO,2003-06-30,394530.0,21.0,0.26806744342377037
CO,2003-09-30,394530.0,21.0,0.28743970901225535
CO,2003-12-31,394530.0,21.0,0.2835406719875337
CO,2004-03-31,394530.0,21.0,0.2734463425828137
CO,2004-06-30,394530.0,21.0,0.29349419563278834
CO,2004-09-30,394530.0,21.0,0.2826482071512713
CO,2004-12-31,394530.0,21.0,0.28614992770319664
CO,2005-03-31,394530.0,21.0,0.29138373334764334
CO,2005-06-30,394530.0,21.0,0.2865767950404354
CO,2005-09-30,394530.0,21.0,0.2897909792089443
CO,2005-12-31,394530.0,21.0,0.301570060262747
CO,2006-03-31,394530.0,21.0,0.30100760661028403
CO,2006-06-30,394530.0,21.0,0.30491972541786766
CO,2006-09-30,394530.0,21.0,0.300906861222011
CO,2006-12-31,394530.0,21.0,0.2948597036517197
CO,2007-03-31,394530.0,21.0,0.291997797826915
CO,2007-06-30,394530.0,21.0,0.301086638911072
CO,2007-09-30,394530.0,21.0,0.29394924181234
CO,2007-12-31,394530.0,21.0,0.27738510269836364
CO,2008-03-31,394530.0,21.0,0.263259806834576
CO,2008-06-30,394530.0,21.0,0.26449327544529
CO,2008-09-30,394530.0,21.0,0.25845091912792767
CO,2008-12-31,394530.0,21.0,0.23440971701248733
CO,2009-03-31,394530.0,21.0,0.22055280787923734
CO,2009-06-30,394530.0,21.0,0.22262900371739267
CO,2009-09-30,394530.0,21.0,0.220203751494262
CO,2009-12-31,394530.0,21.0,0.2169440875628937
CO,2010-03-31,394530.0,21.0,0.22490335096400896
CO,2010-06-30,394530.0,21.0,0.21956833836686332
CO,2010-09-30,394530.0,21.0,0.2063216924391187
CO,2010-12-31,394530.0,21.0,0.205906201285458
CO,2011-03-31,394530.0,21.0,0.20686059287537364
CO,2011-06-30,394530.0,21.0,0.1967810454784693
CO,2011-09-30,394530.0,21.0,0.18784434871929534
CO,2011-12-31,394530.0,21.0,0.18221060420877566
CO,2012-03-31,394530.0,21.0,0.17919245783724932
CO,2012-06-30,394530.0,21.0,0.17758991008422567
CO,2012-09-30,394530.0,21.0,0.177221690534256
CO,2012-12-31,394530.0,21.0,0.17356648489470536
CO,2013-03-31,394530.0,21.0,0.18005059051997632
CO,2013-06-30,394530.0,21.0,0.18711495279423
CO,2013-09-30,394530.0,21.0,0.206428071363887
CO,2013-12-31,394530.0,21.0,0.20489757792674065
CO,2014-03-31,394530.0,21.0,0.20403232931486667
CO,2014-06-30,394530.0,21.0,0.20314934064864434
CO,2014-09-30,394530.0,21.0,0.20724018964477833
CO,2014-12-31,394530.0,21.0,0.20960042363181833
CO,2015-03-31,394530.0,21.0,0.21197804302377699
CO,2015-06-30,394530.0,21.0,0.2218444773527257
CO,2015-09-30,394530.0,21.0,0.22949845972663366
CO,2015-12-31,394530.0,21.0,0.23746066598455098
CO,2016-03-31,394530.0,21.0,0.23527036454636666
CO,2016-06-30,394530.0,21.0,0.23877923961591233
CT,1999-06-30,394669.0,43.0,0.19971752539752033
CT,1999-09-30,394669.0,43.0,0.20975332201734
CT,1999-12-31,394669.0,43.0,0.21340527104121765
CT,2000-03-31,394669.0,43.0,0.22720280704381568
CT,2000-06-30,394669.0,43.0,0.23348096017549066
CT,2000-09-30,394669.0,43.0,0.23111095968621198
CT,2000-12-31,394669.0,43.0,0.22684710496166735
CT,2001-03-31,394669.0,43.0,0.21867981469455966
CT,2001-06-30,394669.0,43.0,0.22555955226825966
CT,2001-09-30,394669.0,43.0,0.22309600264261764
CT,2001-12-31,394669.0,43.0,0.22653687102928
CT,2002-03-31,394669.0,43.0,0.23164832504649865
CT,2002-06-30,394669.0,43.0,0.23138027418988635
CT,2002-09-30,394669.0,43.0,0.22678145360637503
CT,2002-12-31,394669.0,43.0,0.22850654689629432
CT,2003-03-31,394669.0,43.0,0.22719096664478733
CT,2003-06-30,394669.0,43.0,0.219550882883956
CT,2003-09-30,394669.0,43.0,0.24002673726590298
CT,2003-12-31,394669.0,43.0,0.23953400864212568
CT,2004-03-31,394669.0,43.0,0.23482554602608732
CT,2004-06-30,394669.0,43.0,0.25673398235830497
CT,2004-09-30,394669.0,43.0,0.2518751221060183
CT,2004-12-31,394669.0,43.0,0.2580669921251993
CT,2005-03-31,394669.0,43.0,0.26517849099028135
CT,2005-06-30,394669.0,43.0,0.26520921471547
CT,2005-09-30,394669.0,43.0,0.275271239951045
CT,2005-12-31,394669.0,43.0,0.29263518380240033
CT,2006-03-31,394669.0,43.0,0.2968514609566177
CT,2006-06-30,394669.0,43.0,0.305271024042175
CT,2006-09-30,394669.0,43.0,0.3030732595812027
CT,2006-12-31,394669.0,43.0,0.2969199949221267
CT,2007-03-31,394669.0,43.0,0.297007870542487
CT,2007-06-30,394669.0,43.0,0.30834392469045335
CT,2007-09-30,394669.0,43.0,0.3039479418930677
CT,2007-12-31,394669.0,43.0,0.2880923548775323
CT,2008-03-31,394669.0,43.0,0.275518198794108
CT,2008-06-30,394669.0,43.0,0.277878384662003
CT,2008-09-30,394669.0,43.0,0.271313403678808
CT,2008-12-31,394669.0,43.0,0.24923379347936767
CT,2009-03-31,394669.0,43.0,0.234653117927361
CT,2009-06-30,394669.0,43.0,0.23393160452832099
CT,2009-09-30,394669.0,43.0,0.23386961601324932
CT,2009-12-31,394669.0,43.0,0.23061352646303535
CT,2010-03-31,394669.0,43.0,0.23674445724834234
CT,2010-06-30,394669.0,43.0,0.23542409750920001
CT,2010-09-30,394669.0,43.0,0.221741480892916
CT,2010-12-31,394669.0,43.0,0.22080210374094533
CT,2011-03-31,394669.0,43.0,0.22051243216820568
CT,2011-06-30,394669.0,43.0,0.210080300832474
CT,2011-09-30,394669.0,43.0,0.19860603471337368
CT,2011-12-31,394669.0,43.0,0.1908435424982903
CT,2012-03-31,394669.0,43.0,0.18561954048184734
CT,2012-06-30,394669.0,43.0,0.1780208658333773
CT,2012-09-30,394669.0,43.0,0.171174663102277
CT,2012-12-31,394669.0,43.0,0.165546683675837
CT,2013-03-31,394669.0,43.0,0.17045692544021365
CT,2013-06-30,394669.0,43.0,0.17252752265031235
CT,2013-09-30,394669.0,43.0,0.18910480562384868
CT,2013-12-31,394669.0,43.0,0.18608850866984836
CT,2014-03-31,394669.0,43.0,0.183401373915415
CT,2014-06-30,394669.0,43.0,0.17822721493506832
CT,2014-09-30,394669.0,43.0,0.177021147102742
CT,2014-12-31,394669.0,43.0,0.169949078031328
CT,2015-03-31,394669.0,43.0,0.16526754090056234
CT,2015-06-30,394669.0,43.0,0.1674617392691452
CT,2015-09-30,394669.0,43.0,0.1671484489863834
CT,2015-12-31,394669.0,43.0,0.1662322384038671
CT,2016-03-31,394669.0,43.0,0.16114956294284244
CT,2016-06-30,394669.0,43.0,0.15959984592623397
DC,1999-06-30,395209.0,7.0,0.190648879409531
DC,1999-09-30,395209.0,7.0,0.19956118400964432
DC,1999-12-31,395209.0,7.0,0.20220387708224932
DC,2000-03-31,395209.0,7.0,0.212953459092325
DC,2000-06-30,395209.0,7.0,0.21827497797871298
DC,2000-09-30,395209.0,7.0,0.213604530426551
DC,2000-12-31,395209.0,7.0,0.20934376017097134
DC,2001-03-31,395209.0,7.0,0.203539865037119
DC,2001-06-30,395209.0,7.0,0.21137783201366367
DC,2001-09-30,395209.0,7.0,0.21154614242961733
DC,2001-12-31,395209.0,7.0,0.21534411501272366
DC,2002-03-31,395209.0,7.0,0.2221052115056
DC,2002-06-30,395209.0,7.0,0.222858952381734
DC,2002-09-30,395209.0,7.0,0.21948269465634299
DC,2002-12-31,395209.0,7.0,0.22308764084791066
DC,2003-03-31,395209.0,7.0,0.22302010478788434
DC,2003-06-30,395209.0,7.0,0.21764436785143967
DC,2003-09-30,395209.0,7.0,0.24025676125787498
DC,2003-12-31,395209.0,7.0,0.24310587169523568
DC,2004-03-31,395209.0,7.0,0.2428972163094397
DC,2004-06-30,395209.0,7.0,0.27256438612034833
DC,2004-09-30,395209.0,7.0,0.275676223288173
DC,2004-12-31,395209.0,7.0,0.2919025190059607
DC,2005-03-31,395209.0,7.0,0.30825142882834466
DC,2005-06-30,395209.0,7.0,0.3164310757941527
DC,2005-09-30,395209.0,7.0,0.33331932980371964
DC,2005-12-31,395209.0,7.0,0.3559350602431853
DC,2006-03-31,395209.0,7.0,0.35912838246364703
DC,2006-06-30,395209.0,7.0,0.3652365449698696
DC,2006-09-30,395209.0,7.0,0.35569178553036135
DC,2006-12-31,395209.0,7.0,0.34317279974931797
DC,2007-03-31,395209.0,7.0,0.33753809089592535
DC,2007-06-30,395209.0,7.0,0.344337991986891
DC,2007-09-30,395209.0,7.0,0.33341556206722633
DC,2007-12-31,395209.0,7.0,0.312600119238089
DC,2008-03-31,395209.0,7.0,0.292799562465567
DC,2008-06-30,395209.0,7.0,0.2868978934033786
DC,2008-09-30,395209.0,7.0,0.27480522757624865
DC,2008-12-31,395209.0,7.0,0.24785344697356834
DC,2009-03-31,395209.0,7.0,0.23203392247721832
DC,2009-06-30,395209.0,7.0,0.23105296574661568
DC,2009-09-30,395209.0,7.0,0.22506827318887634
DC,2009-12-31,395209.0,7.0,0.21889566679316433
DC,2010-03-31,395209.0,7.0,0.22440584447794165
DC,2010-06-30,395209.0,7.0,0.21933372738426468
DC,2010-09-30,395209.0,7.0,0.20550266356602134
DC,2010-12-31,395209.0,7.0,0.20451333290495902
DC,2011-03-31,395209.0,7.0,0.20458280153849032
DC,2011-06-30,395209.0,7.0,0.194568197038433
DC,2011-09-30,395209.0,7.0,0.18711030555031635
DC,2011-12-31,395209.0,7.0,0.18179173351612232
DC,2012-03-31,395209.0,7.0,0.1777340122055687
DC,2012-06-30,395209.0,7.0,0.17438023183943965
DC,2012-09-30,395209.0,7.0,0.172894264738212
DC,2012-12-31,395209.0,7.0,0.16805560633237934
DC,2013-03-31,395209.0,7.0,0.17469429131061434
DC,2013-06-30,395209.0,7.0,0.181608134816897
DC,2013-09-30,395209.0,7.0,0.20272825003830633
DC,2013-12-31,395209.0,7.0,0.202411123961966
DC,2014-03-31,395209.0,7.0,0.20274350169690233
DC,2014-06-30,395209.0,7.0,0.201506521353396
DC,2014-09-30,395209.0,7.0,0.20142123924638633
DC,2014-12-31,395209.0,7.0,0.19839883751119633
DC,2015-03-31,395209.0,7.0,0.19478360493771565
DC,2015-06-30,395209.0,7.0,0.197534421289611
DC,2015-09-30,395209.0,7.0,0.19798400200540733
DC,2015-12-31,395209.0,7.0,0.19929973698369632
DC,2016-03-31,395209.0,7.0,0.19330587024528667
DC,2016-06-30,395209.0,7.0,0.19289545967025334
FL,1999-06-30,394915.25,23.25,0.17938731176424416
FL,1999-09-30,394915.25,23.25,0.1877308357334225
FL,1999-12-31,394915.25,23.25,0.19048324559531626
FL,2000-03-31,394915.25,23.25,0.2007902633868087
FL,2000-06-30,394915.25,23.25,0.20602189657115508
FL,2000-09-30,394915.25,23.25,0.20268364612032455
FL,2000-12-31,394915.25,23.25,0.1987399505250801
FL,2001-03-31,394915.25,23.25,0.19248235019052543
FL,2001-06-30,394915.25,23.25,0.19846203504485094
FL,2001-09-30,394915.25,23.25,0.19714139081320092
FL,2001-12-31,394915.25,23.25,0.20045386441686075
FL,2002-03-31,394915.25,23.25,0.20616060650961066
FL,2002-06-30,394915.25,23.25,0.2053615900584879
FL,2002-09-30,394915.25,23.25,0.20049900480867114
FL,2002-12-31,394915.25,23.25,0.20200042648392458
FL,2003-03-31,394915.25,23.25,0.20025895763835475
FL,2003-06-30,394915.25,23.25,0.194882557400895
FL,2003-09-30,394915.25,23.25,0.2137771704366558
FL,2003-12-31,394915.25,23.25,0.21505034827130434
FL,2004-03-31,394915.25,23.25,0.21284846017881043
FL,2004-06-30,394915.25,23.25,0.236581303701992
FL,2004-09-30,394915.25,23.25,0.237742270427031
FL,2004-12-31,394915.25,23.25,0.25092432781729507
FL,2005-03-31,394915.25,23.25,0.26702901564122267
FL,2005-06-30,394915.25,23.25,0.2792233994996726
FL,2005-09-30,394915.25,23.25,0.30197535149200094
FL,2005-12-31,394915.25,23.25,0.33132235069281163
FL,2006-03-31,394915.25,23.25,0.3426943373246696
FL,2006-06-30,394915.25,23.25,0.35633744001400797
FL,2006-09-30,394915.25,23.25,0.3529739573981688
FL,2006-12-31,394915.25,23.25,0.3426489807611017
FL,2007-03-31,394915.25,23.25,0.3355140422822671
FL,2007-06-30,394915.25,23.25,0.33924855348215993
FL,2007-09-30,394915.25,23.25,0.3281112340339904
FL,2007-12-31,394915.25,23.25,0.3070742005391654
FL,2008-03-31,394915.25,23.25,0.2857367253920742
FL,2008-06-30,394915.25,23.25,0.2776329406892903
FL,2008-09-30,394915.25,23.25,0.25911739456175814
FL,2008-12-31,394915.25,23.25,0.2263891181008136
FL,2009-03-31,394915.25,23.25,0.20919990761277926
FL,2009-06-30,394915.25,23.25,0.20270187410933968
FL,2009-09-30,394915.25,23.25,0.19331124474122827
FL,2009-12-31,394915.25,23.25,0.1846735900132234
FL,2010-03-31,394915.25,23.25,0.1839745022343041
FL,2010-06-30,394915.25,23.25,0.17551807553978935
FL,2010-09-30,394915.25,23.25,0.16213156506826068
FL,2010-12-31,394915.25,23.25,0.15872689671734183
FL,2011-03-31,394915.25,23.25,0.15734203748060707
FL,2011-06-30,394915.25,23.25,0.14899937582564357
FL,2011-09-30,394915.25,23.25,0.1400135555531561
FL,2011-12-31,394915.25,23.25,0.1342414473709642
FL,2012-03-31,394915.25,23.25,0.13115022910499732
FL,2012-06-30,394915.25,23.25,0.12849510494438615
FL,2012-09-30,394915.25,23.25,0.12839907821470742
FL,2012-12-31,394915.25,23.25,0.12650695884179916
FL,2013-03-31,394915.25,23.25,0.13325303643353284
FL,2013-06-30,394915.25,23.25,0.14063535030260507
FL,2013-09-30,394915.25,23.25,0.15778623847023385
FL,2013-12-31,394915.25,23.25,0.15904440409447482
FL,2014-03-31,394915.25,23.25,0.159107943720301
FL,2014-06-30,394915.25,23.25,0.15689055957360207
FL,2014-09-30,394915.25,23.25,0.1578956343308974
FL,2014-12-31,394915.25,23.25,0.15709795661743858
FL,2015-03-31,394915.25,23.25,0.15625195491251792
FL,2015-06-30,394915.25,23.25,0.1622108540177191
FL,2015-09-30,394915.25,23.25,0.16643584507006173
FL,2015-12-31,394915.25,23.25,0.1703405616996885
